order_id,expected_freight_oot_reproduced,year_month_reproduced
00010242fe8c5a6d1ba2dd792cb16214,13.33265266331977,2017-09
00018f77f2f0320c557190d7a144bdd3,37.582981467359396,2017-04
000229ec398224ef6ca0657da4fc703e,19.674964108290826,2018-01
00024acbcdf0a6daa1e931b038114c75,12.873578936540369,2018-08
00042b26cf59d7ce69dfabb4e55b4fd9,,2017-02
00048cc3ae777c65dbb7d2a0634bc1ea,12.06510316704692,2017-05
00054e8431b9d7675808bcb819fb4a32,14.01924686805472,2017-12
000576fe39319847cbb9d288c5617fa6,55.98342627053478,2018-07
0005a1a1728c9d785b8e2b08b904576c,13.221654814766286,2018-03
0005f50442cb953dcd1d21e1fb923495,9.377717826207176,2018-07
00061f2a7bc09da83e415a52dc8a4af1,12.8703503152291,2018-03
00063b381e2406b52ad429470734ebd5,13.164547500157347,2018-07
0006ec9db01a64e59a68b2c340bf65a7,16.757145166274533,2018-07
0008288aa423d2a3f00fcb17cd7d8719,30.809554682218174,2018-02
0009792311464db532ff765bf7b182ae,18.944769093820465,2018-08
0009c9a17f916a706d71784483a5d643,12.569854811607112,2018-04
000aed2e25dbad2f9ddb70584c5a2ded,10.480140084946447,2018-05
000c3e6612759851cc3cbb4b83257986,15.524298580656339,2017-08
000e562887b1f2006d75e0be9558292e,14.819130693097346,2018-02
000e63d38ae8c00bbcb5a30573b99628,10.088452450755677,2018-03
000e906b789b55f64edcb1f84030f90d,13.361267956225301,2017-11
000f25f4d72195062c040b12dce9a18a,22.474017514046338,2018-03
001021efaa8636c29475e7734483457d,14.155402929984689,2018-02
0010b2e5201cc5f1ae7e9c6cc8f5bd00,17.972180680844826,2017-09
00119ff934e539cf26f92b9ef0cdfed8,26.034418709315403,2017-08
0011d82c4b53e22e84023405fb467e57,16.328769330878924,2018-01
00125cb692d04887809806618a2a145f,,2017-03
00130c0eee84a3d909e75bc08c5c3ca1,8.689987796258519,2018-06
0013503b13da1eac686219390b7d641b,15.447187452395715,2017-12
00137e170939bba5a3134e2386413108,23.368707227164887,2017-11
001427c0ec99cf8af737bd88e92fd444,16.800162303624514,2018-04
00143d0f86d6fbd9f9b38ab440ac16f5,44.79346880981783,2017-10
0014ae671de39511f7575066200733b7,13.792704181885814,2017-05
0015ebb40fb17286bea51d4607c4733c,15.090308762436964,2018-01
00169e31ef4b29deaae414f9a5e95929,15.495890548494998,2018-01
0016dfedd97fc2950e388d2971d718c7,19.31962761420161,2017-04
0017afd5076e074a48f1f1a4c7bac9c5,29.004948631386466,2017-04
001862358bf858722e1e2ae000cfed8b,14.321431127145338,2018-02
0019c29108428acffd089c36103c9440,15.662615487944912,2018-03
001ab0a7578dd66cd4b0a71f5b6e1e41,44.25353680393867,2017-12
001ac194d4a326a6fa99b581e9a3d963,9.112650634258765,2018-07
001b76dd48a5b1eee3e87778daa40df8,14.821134995480016,2018-03
001c85b5f68d2be0cb0797afc9e8ce9a,15.110568292406274,2017-11
001d8f0e34a38c37f7dba2a37d4eba8b,17.210604517859743,2017-05
001daeb0eddc45b999bad0801ad9d273,20.796673876320337,2017-05
001dbc16dc51075e987543d23a0507c7,,2017-01
001e7ba991be1b19605ca0316e7130f9,,2017-03
001e7cf2ad6bef3ade12ebc56ceaf0f3,16.051778802345396,2018-05
0020262c8a370bd5a174ea6a2a267321,17.985433843713082,2017-11
0020a222f55eb79a372d0efee3cca688,12.756755408104722,2017-08
002175704e8b209f61b9ad5cfd92b60e,14.233987196631562,2018-04
00229e4e43f7a7e0b9dd819ad43268d3,14.703059165212954,2018-03
0025081dcf9330f9a5052ae82c6ce396,14.755590251403655,2018-03
00254baeb6c932b0a8aeead91fbd02b5,45.52443662587632,2018-05
00259a44fcad3fc0474329e925d14fc3,13.992639437711057,2017-12
0025c5d1a8ca53a240ec2634bb4492ea,33.27239493977807,2018-07
002611a77fe03d076285fd4ca95db77c,24.5703430654702,2018-02
002691433f09002ac9ca0c4e8dbb8ead,,2017-02
0026a368634b6e6f34f33b1499773a30,18.358662102481983,2017-10
00275bce676303c3bfd7292aefdfa223,15.52212811245085,2017-11
00276d5c3491fbf55305e26891040df9,19.54928274177155,2018-02
002834535f7a609a5c68266f173fa59e,23.33038531947908,2018-07
0028de0ca693a1bb26448916a81105cc,17.800981737216965,2018-08
002955b0acc63d04f6724a31967e82bd,16.21541594003235,2017-12
0029c5db35ef291ce99d1262012e7daa,19.794824214909173,2018-08
0029f17cf0e7640c5cb6825af681303f,15.994874888311609,2018-05
002af7fa9eb99d1456bceb6a13d6fc0b,18.95004199963054,2018-02
002b430ff89b3a24c31a1170acbbedea,19.38328899896364,2017-06
002b4e6fa42cd4a22cc86abc18fe9c05,17.396006021281607,2018-03
002c9def9c9b951b1bec6d50753c9891,22.664658654013852,2018-05
002d040018d12a3853c059f7f23ab5b1,14.932169214776232,2017-11
002f16b7bc4530031b7d90f791b12d8a,28.011328678704764,2018-07
002f98c0f7efd42638ed6100ca699b42,35.479357312779015,2017-08
0030d783f979fbc5981e75613b057344,16.823160162201393,2017-11
0030ff924c38549807645976adeef2c0,55.68511162229154,2018-03
00324b3eda39ba5ecce3945823e3594c,19.973540771611447,2018-04
0032d07457ae9c806c79368d7d9ce96b,19.86306222779161,2018-03
003324c70b19a16798817b2b3640e721,30.302570244770276,2017-05
00335b686d693c7d72deeb12f8e89227,15.520606817771718,2017-07
00335f75ea6a4455b524a8dd177067f5,8.877594521999594,2018-04
00337fe25a3780b3424d9ad7c5a4b35e,19.755150729706077,2017-09
003423b755b562962a6225a8de40d12e,21.62624254940241,2018-07
00345f338696283410b7977d2e3efc89,15.994897252397328,2018-08
0035246a40f520710769010f752e7507,12.72457953485266,2017-08
0035c0b07126fe9c24a325216fb96064,15.79982160860056,2017-11
0035e6b7ade84b3f5b86bd49814793df,13.797705010512106,2018-02
0036757472ece3dde52fd4bfd929c90e,35.88245321086712,2018-07
0036887767dea4bd43b1a88cd0d9477a,27.289884910497474,2017-10
00378c6c981f234634c0b9d6128df6dd,12.985078706614221,2018-02
003822434f91204da0a51fe4cf2aba18,27.657850879455587,2018-06
0039500db36d50d7d0bfaf23723550f3,34.30531540906158,2018-07
003a7f59d7e08a9c61d9e2881fe6459c,14.633098441486682,2018-08
003a94f778ef8cfd50247c8c1b582257,16.642499169867985,2018-08
003cc6161d7a2593f2525cce0c330d32,12.444399959414444,2018-08
003d0634280ff3d1d3a54459349a6899,12.529548041669504,2018-03
003d804eef0e1b856881cd18e0cc0d4c,28.500436720074983,2017-11
003d9fc84ad902adf2265248b5ffe1a4,25.67804338402586,2018-08
003edccf16bc5ec447f592913b3df2b4,26.654093849070893,2018-07
003f201cdd39cdd59b6447cff2195456,31.180721027901356,2018-02
003f9bcc09427647c4b9d361a523545b,11.00239593026955,2018-02
00404fa7a687c8c44ca69d42695aae73,0.43925356900103696,2018-05
0040a56893444cb56cba7cfe2225e34e,25.20626429852822,2018-01
004157daafa0bc8672e01f00e4f0c04f,32.8710811105751,2017-05
00418a49a685c6bb60633291c3fab17a,8.212800982850553,2017-10
004345d16a1ab2c21962992c721c8643,17.03115487240006,2018-07
0044c6f6d22dd280534344177c81b989,16.581015328104957,2018-05
0045e3085f083f0f38d24bb3f22e6593,14.946253153985174,2017-08
0045f5225a96ef46630701167528fdcb,15.170207196326928,2018-06
0046176ff0dbc2a178b7885355dfbb71,15.313914447881656,2018-05
0046e1d57f4c07c8c92ab26be8c3dfc0,8.631195937549784,2017-09
00471463a6106056c1a2a809f70de640,96.30636773970036,2017-09
00482f2670787292280e0a8153d82467,,2017-02
0049edf42837aa808e03552a62bd2158,17.320527461058294,2017-12
004b62108b876867938746ad3154167f,8.785447885543748,2018-07
